ecc_id,bc_name,Has Adobe SDK
1440878,CREDIT SAISON CO LTD,Y
1440884,SKY DEUTSCHLAND FERNSEHEN GMBH,Y
1440893,SALT RIVER PROJECT,Y
1440905,ETIHAD AIRWAYS,Y
1440911,IKYU CORPORATION,Y
1440935,RTL DISNEY FERNSEHEN GMBH & CO. KG,Y
1440936,TOP-TOY AS,Y
1440944,BANK OF THE WEST,Y
1440973,HBF HEALTH LIMITED,Y
1440976,"CHEGG, INC.",Y
1440977,GENWORTH NORTH AMERICA,Y
1440978,THE TORONTO-DOMINION BANK,Y
1440983,PAYBACK GMBH,Y
1440985,UNITED STATES TENNIS ASSOCIATION,Y
1441001,SYMANTEC CORPORATION,Y
1441002,CANADIAN IMPERIAL BANK OF COMMERCE,Y
1442630,"NIKON, INC.",Y
1442739,ENERGY AUSTRALIA PTY LTD,Y
1442743,AMOREPACIFIC CORPORATION,Y
1442762,NEW LOOK RETAILERS LTD,Y
1442887,LLC INTERNET SOLUTIONS,Y
1442912,BRITISH CAR AUCTIONS LIMITED,Y
1442925,"SHARECARE, INC",Y
1442969,HAPPYCHIC SERVICES SAS,Y
1443012,LULULEMON ATHLETICA CANADA INC.,Y
1443029,"TOPPAN PRINTING CO., LTD",Y
1443034,"F+W MEDIA, INC.",Y
1443040,AMAZON SERVICES LLC,Y
1443065,MICROSOFT CORPORATION BENEFITTING,Y
1443087,DESPEGAR.COM.AR S.A.,Y
1443094,LATITUDE FINANCIAL SERVICES AUSTRAL,Y
1443130,BENTLEY SYSTEMS INCORPORATED,Y
1443144,"LEROY MERLIN ESPANA, S.L.U.",Y
1443145,"RYOHIN KEIKAKU CO.,LTD.",Y
1443152,"SOSLAND COMPANIES, INC.",Y
1443159,NTT DOCOMO INC,Y
1443166,"GAMESTOP, INC",Y
1443173,MISUMI GROUP INC,Y
1443180,POSTMEDIA NETWORK INC,Y
1443209,SEGURO DIRECTO,Y
1443211,MAKEMYTRIP INDIA PVT. LTD,Y
1443323,AUSTRALIAN POSTAL CORPORATION,Y
1443409,"CARS.COM, LLC",Y
1443418,BLOOMBERG FINANCE L.P.,Y
1443465,"ACE CASH EXPRESS, INC.",Y
1443509,MAPFRE (SPAIN),Y
1443575,"HEB GROCERY COMPANY, LP (HEB)",Y
1443672,ROYAL BANK OF CANADA,Y
1443682,"INTOUCH GROUP, LLC",Y
1443697,MINNA NO WEDDING CO LTD,Y
1443732,WDIG: DISNEY CONNECTED AND ADVANCED,Y
1443735,FOUR SEASONS HOTELS LIMITED,Y
1443769,MCDONALD'S CORPORATION,Y
1443816,RAND CORPORATION,Y
1443875,"ENTERPRISE HOLDINGS, INC.",Y
1443904,VOLKSWAGEN GROUP UK LTD,Y
1443955,STARHUB LTD,Y
1444072,"TEN-X, LLC.",Y
1444100,VIRGIN ATLANTIC AIRWAYS LTD,Y
1444271,GVC SERVICES LIMITED,Y
1444392,ROBERT WALTERS JAPAN,Y
1444396,BBC.COM LIMITED,Y
1444420,SKY ITALIA SRL,Y
1444467,SPAR BUSINESS SERVICE GMBH,Y
1444470,HUTCHISON TELEPHONE COMPANY LIMITED,Y
1444493,VALPAK DIRECT MARKETING,Y
1444524,F.HOFFMANN - LA ROCHE AG,Y
1444546,ASSOCIATED NEWSPAPERS LTD,Y
1444577,AETNA LIFE INSURANCE COMPANY,Y
1444622,O2 CZECH REPUBLIC,Y
1444683,"COPART, INC.",Y
1444711,"MCCLATCHY SHARED SERVICES, INC",Y
1444731,CENTRICA PLC,Y
1444753,GREENTUBE INTERNET ENTERTAINMENT,Y
1444809,"LEGO BRAND RETAIL, INC.",Y
1444938,METRO NOM GMBH,Y
1445004,THE MAINICHI NEWSPAPERS,Y
1445005,HEALTH NET FEDERAL SERVICES,Y
1445068,APICIL GESTION,Y
1445070,ACTIVISION PUBLISHING INC.,Y
1445105,YAHOO JAPAN CORPORATION,Y
1445150,VOLKSWAGEN FINANCIAL SERVICES AG,Y
1445152,IP DEUTSCHLAND GMBH,Y
1445206,HELVETIA VERSICHERUNGEN,Y
1445215,"RESTAURANT.COM, INC.",Y
1445216,"DICK'S SPORTING GOODS, INC.",Y
1445218,FIRST NATIONAL BANK OF OMAHA,Y
1445250,"SYNACOR, INC.",Y
1445322,DHC CORPORATION,Y
1445325,SANTANDER UK PLC,Y
1445337,BITBANG SRL,Y
1445368,REACH PLC,Y
1445369,CHINA PACIFIC INSURANCE,Y
1445424,ADOBE CIBU DIGITAL PUBLISHING,Y
1445457,"WYNDHAM HOTEL GROUP, LLC",Y
1445510,LIQUOR CONTROL BOARD OF ONTARIO,Y
1445515,TICKETMASTER UK LIMITED,Y
1445520,SUBARU CORPORATION,Y
1445539,PUBLICACIONES SEMANA SA,Y
1445558,TELECOM ITALIA MEDIA,Y
1445571,SANITAS GRUNDVERSICHERUNGEN AG,Y
1445644,FIRSTBANK,Y
1445647,CARVIEW CORPORATION,Y
1445669,SHAW CABLESYSTEMS G.P.,Y
1445748,BEST SECRET GMBH,Y
1445775,FLM COMBINED,Y
1445930,"LIFE TIME, INC",Y
1445989,"B.A.S.S., LLC (BASSMASTER.COM)",Y
1446048,"YRC ENTERPRISE SERVICES, INC.",Y
1446053,SA SA DOT COM LIMITED,Y
1446057,SAMSUNG CARD CO. LTD,Y
1446068,BONNEVILLE INTERNATIONAL,Y
1446122,CORUS MEDIA HOLDINGS INC. FORMERLY,Y
1446177,LIBERTY GLOBAL SERVICES B.V,Y
1446525,JASPER INFOTECH PRIVATE LIMITED,Y
1446588,IDG COMMUNICATIONS AG,Y
1446599,ASOS.COM LTD,Y
1446623,BAUER MEDIA PTY LTD,Y
1446691,THREE IRELAND (HUTCHISON) LIMITED,Y
1446699,DIGITAL BALANCE PTY LTD,Y
1446815,"EMARKETER, INC.",Y
1446886,NATIONAL AUSTRALIA BANK LIMITED,Y
1446893,THE GLOBE AND MAIL INC.,Y
1446898,FLIPKART INDIA PVT LTD,Y
1446908,"LAKESHORE INTERACTIVE, LLC",Y
1446951,ADOBE SYSTEMS,Y
1447023,KIA MOTORS OF AMERICA,Y
1447105,VIPSHOP INTERNATIONAL HOLDINGS,Y
1447124,"SIX CONTINENTS HOTELS, INC., AN",Y
1447138,"FRANCHISE WORLD HEADQUARTERS, LLC.",Y
1447157,T. GARANTI BANKASI A.S.,Y
1447175,CSS KRANKEN-VERSICHERUNG AG,Y
1447198,EVENING STANDARD LIMITED,Y
1447199,INDEPENDENT DIGITAL NEWS AND,Y
1447286,DIRECT WINES LIMITED,Y
1447313,"DFS CORPORATE SERVICES, LLC.",Y
1447411,MCDONALD´S PROMOTIONS GMBH,Y
1447425,THE WORLD BANK,Y
1447434,FTI TOURISTIK GMBH,Y
1447468,SIRIUS XM RADIO INC.,Y
1447477,RENFE,Y
1447508,THERMO FISHER SCIENTIFIC INC.,Y
1447530,ENIRO INITIATIVES AB,Y
1447541,HONGKONG LAND LIMITED,Y
1447566,SAINT GOBAIN DISTRIBUTION,Y
1447591,"J.B. HUNT TRANSPORT, INC.",Y
1447650,"RDIO, INC.",Y
1447856,SEAT S.A.,Y
1447967,KONE OYJ GLOBAL DEVELOPMENT,Y
1448017,BENJAMIN MOORE & CO,Y
1448032,WOLTERS KLUWER UNITED STATES INC.,Y
1448064,GITTIGIDIYOR BILGI TEKNOLOJILERI,Y
1448065,CHELSEA F.C. PLC,Y
1448069,HUDSON'S BAY COMPANY,Y
1448085,"NEWSMAX MEDIA, INC.",Y
1448130,N.V. NUON ENERGY,Y
1448143,BED BATH & BEYOND INC.,Y
1448153,KT CORPORATION,Y
1448159,"QUIKSILVER, INC",Y
1448197,MAJOR LEAGUE BASEBALL,Y
1448275,"INDEPENDENT TRAVELER, INC.",Y
1448319,DELOITTE SERVICES LP,Y
1448344,DIRECTORIES PHILIPPINES CORPORATION,Y
1448413,"W.W. GRAINGER, INC.",Y
1448453,RYANAIR LIMITED,Y
1448568,M&C RESERVATIONS SERVICES LIMITED,Y
1448640,SHELL INTERNATIONAL LIMITED,Y
1448664,MOTOR PRESSE STUTTGART,Y
1448672,UNIVE SERVICES B.V.,Y
1448701,IG INDEX LIMITED,Y
1448756,XINRUIMEI E-COMMERCE LIMITED,Y
1448805,IMMOWELT AG,Y
1448809,BOL.COM BV,Y
1448828,PEARSON SHARED SERVICES LTD,Y
1448840,OTTO JAPAN INC,Y
1448891,"POSTMEDIA DIGITAL, A DIVISION OF",Y
1448895,"M&C SYSTEMS CO.,LTD.",Y
1448896,CHINA RADIO INTERNATIONAL,Y
1448984,THE ROYAL BANK OF SCOTLAND PLC,Y
1449154,"LOWES HOME CENTERS, LLC",Y
1449253,FRONTIER COMMUNICATIONS CORPORATION,Y
1449271,BARNEY'S INC,Y
1449274,"RODALE, INC.",Y
1449411,"HOMEADVISOR, INC.",Y
1449533,"RETAILMENOT, INC.",Y
1449647,SKY PERFECT JSAT CORP,Y
1449728,"MASSAGE ENVY FRANCHISING, LLC",Y
1449737,"ELC ONLINE, INC.",Y
1449738,KARMALOOP,Y
1449855,IMAGITAS LLC,Y
1449858,"US FOODS, INC.",Y
1449871,MEDIAMÄTNING I SKANDINAVIEN,Y
1449903,BAUER CONSUMER MEDIA LTD,Y
1449932,UBMG LIMITED,Y
1449941,GULFSTREAM AEROSPACE CORPORATION,Y
1449950,"SBI SECURITIES CO., LTD.",Y
1450000,FIRST REPUBLIC BANK,Y
1450017,AMERICAN AIRLINES INC.,Y
1450018,SHEPHERD AGENCY,Y
1450063,MASHABLE INC.,Y
1450067,ADOBE PARTNER NFR,Y
1450089,JETSTAR AIRWAYS PTY LTD,Y
1450104,SONY INTERACTIVE ENTERTAINMENT LLC,Y
1450154,ROBERT BOSCH LLC,Y
1450161,"A.H. BELO MANAGEMENT SERVICES, INC",Y
1450171,NH HOTELES S.A.,Y
1450468,KIMBERLY-CLARK CORPORATION AND/OR,Y
1450484,HBO LATIN AMERICA PRODUCTION,Y
1450532,JOHNSON & JOHNSON CONSUMER INC.,Y
1450537,STANDARD BANK SOUTH AFRICA,Y
1450561,"IREP CO., LTD.",Y
1450579,CONSUMENTENBOND,Y
1450733,KINDLE C S KNOWLEDGE MANAGEMENT,Y
1450795,HILTON DOMESTIC OPERATING COMPANY,Y
1450882,GUITAR CENTER INC.,Y
1450937,TAXSLAYER LLC,Y
1450991,ASKUL CORPORATION,Y
1451052,WESTPAC BANKING CORPORATION,Y
1451081,"GENERAL GROWTH SERVICES, INC.",Y
1451107,Wacoal CORP.,Y
1451109,METRO,Y
1451138,SMITH AND NEPHEW INC. ADVANCED,Y
1451207,MICROSOFT XBOX CORPORATION,Y
1451427,ZUNO BANK AG (SLOVAKIA),Y
1451520,MGM RESORTS INTERNATIONAL,Y
1451544,CONDE NAST,Y
1451638,ABRIL COMUNICAOES S/A,Y
1451708,MICHELIN TRAVEL PARTNER,Y
1451715,FORD APA,Y
1451781,FAIRFAX MEDIA LIMITED,Y
1451804,"MICHAEL KORS (USA), INC.",Y
1451847,TOURISM NEW ZEALAND,Y
1451882,THE MALAYALA MANORAMA COMPANY,Y
1451918,SUMITOMO MITSUI CARD CO LTD,Y
1451955,CCTI-GENERALITAT DE CATALUNYA,Y
1451985,SHANGHAI GENERAL MOTORS CO. LTD,Y
1452003,ING BANK A.S,Y
1452016,VENTE PRIVEE.COM,Y
1452036,DEFENSE MEDIA ACTIVITY,Y
1452119,E! ENTERTAINMENT TELEVISION,Y
1452161,SEPHORA (SHANGHAI) COSMETIC,Y
1452171,"NBCUNIVERSAL MEDIA, LLC",Y
1452175,EXPEDIA.COM LTD,Y
1452263,"THE TEACHING COMPANY SALES, LLC",Y
1452297,ZOOPLUS AG,Y
1452326,TELEFONICA UK LIMITED,Y
1452468,BOP LLC,Y
1452479,"CARSOUP OF MINNESOTA, INC",Y
1452497,HESTVIEW LTD,Y
1452517,COLES SUPERMARKETS AUSTRALIA,Y
1452560,ABS-CBN CORPORATION,Y
1452648,TRAINLINE.COM LIMITED,Y
1452713,"HULU, LLC",Y
1452786,RED BULL MEDIA HOUSE GMBH,Y
1452902,REALIT CO. LTD,Y
1452929,FONECTA OY,Y
1452991,BH MEDIA GROUP,Y
1452993,"GIE MEDIA, INC.",Y
1453012,MULTICHOICE SUPPORT SERVICES,Y
1453013,DIRECT SEGUROS SPAIN,Y
1453066,BMW AG,Y
1453109,"BRIDGESTONE RETAIL OPERATIONS, LLC",Y
1453117,CELLULAR GMBH,Y
1453163,DOGUS PLANET ELEKTRONIK,Y
1453170,BANCO BILBAO VIZCAYA ARGENTARIA,Y
1453182,"NASCAR DIGITAL MEDIA, LLC",Y
1453194,TIM S.P.A.,Y
1453225,"PGATOUR.COM, LLC",Y
1453226,"TD AMERITRADE, INC.",Y
1453232,GROUPAMA SA,Y
1453346,AMER SPORTS WINTER & OUTDOOR,Y
1453384,KARSTADT WARENHAUS,Y
1453435,CENTER FOR DISEASE CONTROL,Y
1453489,ETABLISSEMENTS DARTY ET FILS,Y
1453504,CHOICE HOTELS INTERNATIONAL,Y
1453560,"SPECIALTY RETAILERS, INC.",Y
1453686,ABBVIE,Y
1453701,"CNU ONLINE HOLDINGS, LLC",Y
1453734,CURTCO MEDIA,Y
1453746,"LORD, ABBETT AND CO. LLC",Y
1453769,VATTENFALL AB,Y
1453775,NETSHOES (CAYMAN) LIMITED,Y
1453847,"DAI NIPPON PRINTING CO., LTD.",Y
1453938,SUMITOMO MITSUI FINANCIAL,Y
1453949,AEGON NEDERLAND N.V,Y
1454000,SALLIE MAE BANK,Y
1454062,LYNDA.COM,Y
1454097,AVENUE STORES LLC,Y
1454121,TINKOFF BANK,Y
1454135,DL INSURANCE SERVICES LTD,Y
1454178,RAKUTEN UK LIMITED,Y
1454184,ATRESMEDIA CORPORACION DE MEDIOS,Y
1454185,CONECTA5 TELECINCO S.A.U.,Y
1454234,THE GREAT EASTERN LIFE ASSURANCE,Y
1454235,DMG MEDIA LTD,Y
1454250,"EDITORIAL ECOPRENSA, S.A",Y
1454260,POSTNL HOLDING B.V.,Y
1454290,JUPITER SHOP CHANNEL CO LTD,Y
1454343,DB VERTRIEB GMBH,Y
1454381,DFS GROUP LIMITED,Y
1454464,B2W COMPANHIA DIGITAL S.A.,Y
1454531,BROADCASTING BOARD OF GOVERNORS,Y
1454641,TXU ENERGY RETAIL COMPANY LLC,Y
1454655,CHINA MOBILE GROUP,Y
1454699,THE NET-A-PORTER GROUP,Y
1454754,WHG (INTERNATIONAL) LIMITED,Y
1454815,HONG KONG JOCKEY CLUB,Y
1454834,RAKUTEN SPAIN SL,Y
1454883,VERIZON SOURCING LLC,Y
1454914,"PROSPER MARKETPLACE, INC.",Y
1454939,FINN NO AS,Y
1454947,COMENITY SERVICES LLC,Y
1454979,ENEL SPA,Y
1454980,BC CARD,Y
1454985,FLIPKART INTERNET PRIVATE LIMITED,Y
1455004,NATIONAL BANK OF CANADA,Y
1455010,DTG B.V.,Y
1455164,CONFORAMA FRANCE,Y
1455189,RENT-A-CENTER,Y
1455207,LA FOURCHETTE SAS,Y
1455211,TATTS GROUP LIMITED,Y
1455228,ALEX AND ANI,Y
1455248,TELEGRAPH MEDIA GROUP LIMITED,Y
1455249,TURKCELL ILETISIM,Y
1455304,SKY NETWORK TELEVISION LIMITED,Y
1455315,VITAS HEALTHCARE CORPORATION,Y
1455321,CORPORACION DE RADIO Y TELEVISION,Y
1455327,AVIS BUDGET EMEA LIMITED,Y
1455336,PAC-12 NETWORKS,Y
1455364,"PERSOL CAREER CO., LTD.",Y
1455367,LENSKART SOLUTIONS PRIVATE LIMITED,Y
1455392,NC TRANSACTION INC.,Y
1455479,BHARTI AIRTEL LTD,Y
1455553,"QVC JAPAN, INC.",Y
1455554,SHOGAKUKAN INC,Y
1455557,"CBS LOCAL DIGITAL MEDIA,",Y
1455581,F-SECURE OYJ,Y
1455594,MUTUA MADRILENA AUTOMOVILISTA,Y
1455607,KOREAN AIR LINES CO LTD,Y
1455674,"BARNES & NOBLE, INC.",Y
1455711,"MASTERCARD TECHNOLOGIES, LLC",Y
1455718,"TSUTAYA CO.,LTD",Y
1455762,TARGET CORPORATION,Y
1455784,RALPH LAUREN CORPORATION,Y
1455822,THE CAR TRADER (PTY) LTD,Y
1455834,ROVIA LLC,Y
1455841,"SALON MEDIA GROUP, INC.",Y
1455920,RAIFFEISEN SCHWEIZ,Y
1456226,LIMA CONSULTING GROUP,Y
1456289,PUBLICIS ETO,Y
1456404,EUROBET ITALIA S.R.L,Y
1456408,FCA US LLC,Y
1456433,CINEPLEX ENTERTAINMENT L.P. BY ITS,Y
1456469,"JCB CO., LTD",Y
1456535,BENESSE CORPORATION,Y
1456604,HOMES.COM,Y
1456608,DIGITAL INSIGHT CORPORATION,Y
1456778,EXPERIAN CONSUMER SERVICES,Y
1456784,"THE SLATE GROUP, LLC",Y
1456813,WP COMPANY LLC,Y
1456850,"THE JAPAN NET BANK, LTD",Y
1456900,"CAMPUS CRUSADE FOR CHRIST, INC.",Y
1456962,PULMUONE FOODS CO LTD,Y
1456992,CIMB BANK BERHAD,Y
1457001,PRICEWATERHOUSECOOPERS GLOBAL,Y
1457007,CAMELOT UK LOTTERIES LIMITED,Y
1457023,CANADIAN TIRE CORPORATION LIMITED,Y
1457071,O ESTADO DE S.PAULO S.A,Y
1457097,SHANGRI-LA INTERNATIONAL HOTEL,Y
1457103,LOTTOMATICA SCOMMESSE S.R.L.,Y
1457115,"RADIOMOVIL DIPSA, S.A. DE C.V.",Y
1457185,M6 WEB,Y
1457214,ASAHI BUSINESS SOLUTIONS CORP,Y
1457304,"VERTAFORE, INC.",Y
1457380,BIOGEN,Y
1457555,DASSAULT SYSTEMES AC,Y
1457571,FCA ITALY S.P.A.,Y
1457669,SA GROUPE CANAL PLUS,Y
1457696,BROADRIDGE ADVISOR SOLUTIONS,Y
1457729,EXPRESS SCRIPTS HOLDING COMPANY,Y
1457744,VERISURE INNOVATION AB,Y
1457754,ASIAN PAINTS LIMITED,Y
1457770,GALERIA KAUFHOF GMBH,Y
1457788,THE RANDOM HOUSE GROUP LTD,Y
1457848,SHOPRITE CHECKERS (PTY) LTD,Y
1457867,FRIENDSCOUT24 GMBH,Y
1457883,ITAU UNIBANCO S A,Y
1457909,REWE DIGITAL GMBH,Y
1457936,CEWE STIFTUNG & CO. KGAA,Y
1457971,"CARDINAL PATH, LLC",Y
1457976,ORIGIN ENERGY SERVICES LIMITED,Y
1458060,BLUE CROSS AND BLUE SHIELD OF NORTH,Y
1458082,INCE PROPRIETARY LIMITED,Y
1458131,HEATHROW AIRPORT LIMITED,Y
1458142,LOTERIE NATIONALE S.A. DE DROIT,Y
1458143,SAINSBURY'S BANK PLC,Y
1458162,G6 HOSPITALITY,Y
1458180,SA DPU PROXIMUS,Y
1458222,DAIMLER SOUTH EAST ASIA PTE LTD,Y
1458335,WOOLWORTHS GROUP LTD,Y
1458388,JAPAN BROADCASTING CORPORATION,Y
1458422,UNIVERSITY OF PITTSBURGH,Y
1458457,REGIS CORPORATION,Y
1458613,"RETAIL SERVICES AND SYSTEMS, INC",Y
1458660,"APARTMENTS, LLC",Y
1458680,MASERATI S.P.A.,Y
1458684,"AEON BANK, LTD",Y
1458702,TELENOR IT PARTNER A/S,Y
1458722,CENTENE CORPORATION,Y
1458734,DELUXE MEDIA INC.,Y
1458741,CLUES NETWORK PVT. LTD.,Y
1458768,"EPARK, Inc",Y
1458805,FIRST TECH FEDERAL CREDIT UNION ON,Y
1458811,MANUFACTURERS LIFE INSURANCE,Y
1459000,TATA SIA AIRLINES LIMITED,Y
1459024,CHANGI AIRPORT GROUP,Y
1459038,INVESTEC BANK LIMITED,Y
1459040,EL UNIVERSAL COMPANIA PERIODISTICA,Y
1459112,HARGREAVES LANSDOWN ASSET,Y
1459141,ADOBE FOR CPT USE ONLY,Y
1459283,ENDESA,Y
1459287,"TRIBUNE PUBLISHING COMPANY, LLC",Y
1459293,SPAREBANK 1 BANKSAMARBEIDET DA,Y
1459409,FOREX CLUB INTERNATIONAL LIMITED,Y
1459452,MIMS PTE LTD,Y
1459494,NEUE ZURCHER ZEITUNG AG,Y
1459541,DR TECHNOLOGIES LTD,Y
1459549,MAX LIFE INSURANCE COMPANY LIMITED,Y
1459599,COMDIRECT BANK AKTIENGESELLSCHAFT,Y
1459642,NYU LANGONE HOSPITALS,Y
1459667,MOKO SOCIAL MEDIA,Y
1459678,LOYALTY SOLUTIONS & RESEARCH,Y
1459715,RELIANCE NIPPON LIFE ASSET,Y
1459824,TGI FRIDAY'S INC.,Y
1459832,ROBECO NEDERLAND B.V.,Y
1459911,"ADP, LLC",Y
1459930,SUNCORP CORPORATE SERVICES,Y
1460002,JOOL TECHNOLOGIES (INDIA) PRIVATE,Y
1460008,WARNER ELEKTRA ATLANTIC CORP.,Y
1460026,"QUALCOMM TECHNOLOGIES, INC.",Y
1460149,REALESTATE.COM.AU PTY LIMITED,Y
1460165,VIDAL SERVICES GROUP,Y
1460252,RACING AND WAGERING WESTERN AUSTRAL,Y
1460279,"BANKIA, S.A",Y
1460339,"AEON CREDIT SERVICE CO., LTD.",Y
1460362,PETSMART INC.,Y
1460473,NIWODAI,Y
1460520,NOVA ENTERTAINMENT PTY LTD,Y
1460542,Siemens AG,Y
1460563,FUNG RETAILING LIMITED,Y
1460684,AGOS-DUCATO SPA,Y
1460771,GOGO LLC,Y
1460773,"CIGNA CORPORATE SERVICES, LLC",Y
1460798,"BASELINE, LLC",Y
1460828,UKTV MEDIA LTD,Y
1460833,CARACOL TELEVISION S.A,Y
1460890,BRITISH TELECOMMUNICATIONS (CONSUME,Y
1460897,MANDATUM LIFE SERVICES LIMITED,Y
1460916,FINANCESCOUT24 GMBH,Y
1460949,HDFC STANDARD LIFE INSURANCE,Y
1461003,PILOT TRAVEL CENTERS LLC,Y
1461007,"CITIBANK, N.A.",Y
1461089,DOMINO'S PIZZA LLC,Y
1461117,BANCO ORIGINAL,Y
1461140,SINGTEL OPTUS PTY LIMITED,Y
1461151,DULUXGROUP (AUSTRALIA) PTY LIMITED,Y
1461252,"UNIVISION INTERACTIVE MEDIA, INC",Y
1461265,FORSAKRINGSKASSAN,Y
1461531,H AND M HENNES AND MAURITZ GBC AB,Y
1461550,ABBVIE INC,Y
1461565,WEST CORPORATION,Y
1461619,MOEBEL.DE EINRICHTEN & WOHNEN AG,Y
1461661,INTERGLOBE AVIATION LIMITED,Y
1461787,"SLICKDEALS, LLC",Y
1461840,"MITSUI FUDOSAN CO., LTD.",Y
1461844,THE POKEMON COMPANY INTERNATIONAL,Y
1461920,HASTINGS INSURANCE SERVICES LTD,Y
1462025,CLYDESDALE BANK PLC,Y
1462031,GETIT STORES PVT LTD,Y
1462115,"CREDIT ONE BANK, N.A",Y
1462143,"I360, LLC",Y
1462194,SIVANTOS GMBH,Y
1462218,SUNRISE COMMUNICATIONS AG,Y
1462219,HONG LEONG BANK BERHAD,Y
1462227,BLUE CROSS AND BLUE SHIELD,Y
1462400,PLURALSIGHT,Y
1462503,LOBLAWS INC,Y
1462508,ABN AMRO HYPOTHEKEN GROEP B.V.,Y
1462525,TENNIS PROPERTIES LTD,Y
1462554,UNIPOLSAI ASSICURAZIONI S.P.A.,Y
1462570,BUREAU OF NATIONAL AFFAIRS,Y
1462606,DISH PURCHASING CORPORATION,Y
1462660,"CHARLOTTE RUSSE, INC.",Y
1462667,POLSKIE LINIE LOTNICZE LOT S A,Y
1462673,CELCOM AXIATA BERHAD,Y
1462725,CARREFOUR BRAZIL,Y
1462750,"NBA PROPERTIES, INC.",Y
1462773,NCL CORPORATION LTD.,Y
1462783,HERC RENTALS INC.,Y
1462789,HOSTELWORLD.COM LTD.,Y
1462800,MILES & MORE GMBH,Y
1462803,HAYMARKET MEDIA,Y
1462811,AVG ECOMMERCE CY LTD,Y
1462852,PERMANENT TSB PLC,Y
1462868,AMOREPACIFIC INNISFREE ETUDE ESPOIR,Y
1462899,RAI SERVICES COMPANY,Y
1462906,"SNAPFISH, LLC",Y
1462914,DIP CORPORATION,Y
1462963,FULLSCREEN INC.,Y
1463002,MUNCH ADO,Y
1463019,"JET.COM, INC.",Y
1463078,PROVIDENT FINANCIAL MANAGEMENT,Y
1463110,UNILEVER U.K. CENTRAL RESOURCES,Y
1463133,FISERV SOLUTIONS LLC,Y
1463144,OFFICE DES TELECOMM EDUCATIVES,Y
1463194,SPICE JET LTD,Y
1463288,ALITALIA SOCIETÀ AEREA ITALIANA S.P,Y
1463347,SHOMI PARTNERSHIP,Y
1463350,TATA UNISTORE LIMITED,Y
1463460,ICICI PRUDENTIAL LIFE INSURANCE,Y
1463481,NYKAA E-RETAIL PRIVATE LIMITED,Y
1463518,HONG KONG EXPRESS AIRWAYS LIMITED,Y
1463519,ENEL ITALIA SRL,Y
1463604,AUCHAN E-COMMERCE FRANCE,Y
1463788,SEA SOCIETÀ ESERCIZI,Y
1463881,NATIONAL RAILROAD PASSENGER,Y
1463882,"HRB TAX GROUP, INC.",Y
1463909,BANCO VOTORANTIM,Y
1463928,LION PTY LTD,Y
1464006,MERCEDES-BENZ LEASING GMBH,Y
1464030,DAIMLER AG,Y
1464045,OP-PALVELUT OY,Y
1464122,KAUFLAND INFORMATIONSSYSTEME GMBH,Y
1464246,EVO BANCO,Y
1464381,DAIMLER AG -(REST OF WORLD),Y
1464383,DAIMLER AG,Y
1464385,DAIMLER AG,Y
1464397,E-TREND,Y
1464399,DAIMLER AG,Y
1464440,TEGNA INC.,Y
1464530,THE MATHRUBHUMI PRINTING &,Y
1464534,THE HOSPITALS CONTRIBUTION FUND,Y
1464614,AIA COMPANY LIMITED,Y
1464666,BANCO INTERNACIONAL DEL PERU,Y
1464688,WEBMOTORS SA,Y
1464689,DOLLAR SHAVE CLUB,Y
1464709,DAIMLER AG,Y
1464791,RACK ROOM SHOES INC,Y
1464816,LAND O' LAKES,Y
1464873,MINISTRY OF DEFENSE (MOD),Y
1464880,INDEPENDENT NEWS AND MEDIA PLC,Y
1464937,HEWLETT PACKARD ENTERPRISE COMPANY,Y
1464959,KANDY MAGAZINE,Y
1464997,VIDEO RESEARCH LTD,Y
1465034,"BANCO BILBAO VIZCAYA ARGENTARIA, S.",Y
1465067,FUTBOL CLUB BARCELONA,Y
1465071,"EXPERTICITY, INC.",Y
1465092,BANCO BILBAO VIZCAYA ARGENTARIA,Y
1465094,BBVA BANCO CONTINENTAL,Y
1465097,BBVA BANCO FRANCES SA,Y
1465098,"BANCO PROVINCIAL, S.A., BANCO",Y
1465100,COMPASS BANK,Y
1465184,STAR TRIBUNE,Y
1465213,TV2 DANMARK A/S,Y
1465244,"21ST CENTURY FOX AMERICA, INC.",Y
1465294,"ONE TECHNOLOGIES, LLC",Y
1465475,CASER,Y
1465515,BBVA BANCOMER S.A INSTITUCION DE BA,Y
1465617,TATA CAPITAL LIMITED,Y
1465642,NORSK SYKEPLEIERFORBUND,Y
1465652,CARREFOUR BELGIUM,Y
1465656,CRAFTSVILLA HANDICRAFTS PRIVATE,Y
1465703,RIZZOLI LIBRI SPA,Y
1465743,CYBERPORT GMBH,Y
1465797,"AEON RETAIL CO., LTD.",Y
1465875,VUE ENTERTAINMENT LIMITED,Y
1465921,HEALTHENGINE PTY LTD,Y
1465995,THE SIAM COMMERCIAL BANK,Y
1465996,DAIMLER AG,Y
1466048,FAME DIGITAL PRIVATE LIMTED,Y
1466050,THE GREAT-WEST LIFE ASSURANCE,Y
1466070,PHILIPS LIGHTING B.V.,Y
1466114,YLEISRADIO OY,Y
1466115,HUM,Y
1466118,"HEARST FUJINGAHO CO., LTD.",Y
1466129,NEW AVON LLC,Y
1466130,NETWORK FLEET,Y
1466161,DELOITTE TOUCHE TOHMASU,Y
1466178,BRISTOL-MYERS SQUIBB,Y
1466220,MEREDITH CORPORATION,Y
